# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   89       3.124544031875e-10       8.016938484969e-14      -2.109021408227e-12       0.000000000000e+00       1.458723368599e-11       1.956640231524e-12      -1.086999176219e-14 
   90       3.162150338966e-10       8.221215759827e-14      -2.191226040788e-12       0.000000000000e+00       1.418057255107e-11       1.911165736655e-12      -1.070863836883e-14 
   91       3.200065628691e-10       8.425496831907e-14      -2.274232253273e-12       0.000000000000e+00       1.378870664910e-11       1.867219658912e-12      -1.051548269926e-14 
   92       3.238282540902e-10       8.629656586957e-14      -2.358012459196e-12       0.000000000000e+00       1.341019157738e-11       1.824675575571e-12      -1.029545444225e-14 
   93       3.276793670123e-10       8.833560018551e-14      -2.442532693797e-12       0.000000000000e+00       1.304366739152e-11       1.783412978219e-12      -1.005355318482e-14 
   94       3.315600091423e-10       9.037028499067e-14      -2.527729745080e-12       0.000000000000e+00       1.268896500862e-11       1.743420321228e-12      -9.793418266114e-15 
   95       3.354703915523e-10       9.239868669978e-14      -2.613530700346e-12       0.000000000000e+00       1.234615058442e-11       1.704705851596e-12      -9.518570117010e-15 
   96       3.394105606163e-10       9.441882659939e-14      -2.699859845022e-12       0.000000000000e+00       1.201518475790e-11       1.667265755707e-12      -9.232854999850e-15 
   97       3.433803905377e-10       9.642868077616e-14      -2.786638635355e-12       0.000000000000e+00       1.169591860903e-11       1.631083693930e-12      -8.940453514971e-15 
   98       3.473795758762e-10       9.842618004512e-14      -2.873785671109e-12       0.000000000000e+00       1.138808961644e-11       1.596130335211e-12      -8.645889107225e-15 
   99       3.514076240751e-10       1.004092098780e-13      -2.961216668269e-12       0.000000000000e+00       1.109131761514e-11       1.562362891673e-12      -8.354036572505e-15 
  100       3.554638479888e-10       1.023756103313e-13      -3.048844431732e-12       0.000000000000e+00       1.080510075426e-11       1.529724653216e-12      -8.070130564266e-15 
  101       3.595473584099e-10       1.043231759751e-13      -3.136578828008e-12       0.000000000000e+00       1.052881145475e-11       1.498144522108e-12      -7.799774100048e-15 
  102       3.636570565963e-10       1.062496558205e-13      -3.224326757917e-12       0.000000000000e+00       1.026169236707e-11       1.467536547584e-12      -7.548947068004e-15 
  103       3.677916267989e-10       1.081527532488e-13      -3.311992129289e-12       0.000000000000e+00       1.000285232895e-11       1.437799460445e-12      -7.324014733417e-15 
  104       3.719498177904e-10       1.100302335996e-13      -3.399482065514e-12       0.000000000000e+00       9.751468393466e-12       1.408839782780e-12      -7.130261900361e-15 
  105       3.761313468613e-10       1.118802636441e-13      -3.486726545182e-12       0.000000000000e+00       9.507431701209e-12       1.380645714884e-12      -6.967251561336e-15 
  106       3.803361045780e-10       1.137011180497e-13      -3.573661376924e-12       0.000000000000e+00       9.270781726235e-12       1.353222408209e-12      -6.832852208674e-15 
  107       3.845638724404e-10       1.154910769124e-13      -3.660222241193e-12       0.000000000000e+00       9.041506240435e-12       1.326569077677e-12      -6.724648588842e-15 
  108       3.888143185850e-10       1.172484268684e-13      -3.746344731493e-12       0.000000000000e+00       8.819539535756e-12       1.300678795352e-12      -6.639934007374e-15 
  109       3.930869934879e-10       1.189714622051e-13      -3.831964395598e-12       0.000000000000e+00       8.604760646428e-12       1.275538284099e-12      -6.575702633803e-15 
  110       3.973813256681e-10       1.206584859727e-13      -3.917016776777e-12       0.000000000000e+00       8.396991571180e-12       1.251127711250e-12      -6.528641806594e-15 
  111       4.016966173906e-10       1.223078110957e-13      -4.001437455017e-12       0.000000000000e+00       8.195995495471e-12       1.227420482267e-12      -6.495124338073e-15 
  112       4.060320403691e-10       1.239177614838e-13      -4.085162088251e-12       0.000000000000e+00       8.001475013707e-12       1.204383034409e-12      -6.471200819359e-15 
  113       4.103866314696e-10       1.254866731437e-13      -4.168126453574e-12       0.000000000000e+00       7.813070351470e-12       1.181974630394e-12      -6.452591925294e-15 
  114       4.147592884134e-10       1.270128952903e-13      -4.250266488475e-12       0.000000000000e+00       7.630357587733e-12       1.160147152061e-12      -6.434680719379e-15 
  115       4.191487654797e-10       1.284947914581e-13      -4.331518332055e-12       0.000000000000e+00       7.452846877093e-12       1.138844894042e-12      -6.412504958700e-15 
  116       4.235538452352e-10       1.299307695551e-13      -4.411816894210e-12       0.000000000000e+00       7.280089850108e-12       1.118017349402e-12      -6.381770583082e-15 
  117       4.279738865930e-10       1.313193737948e-13      -4.491091277691e-12       0.000000000000e+00       7.112020428943e-12       1.097659771270e-12      -6.342048425672e-15 
  118       4.324083356282e-10       1.326592060808e-13      -4.569268874271e-12       0.000000000000e+00       6.948652302959e-12       1.077777178226e-12      -6.293953521021e-15 
