# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       1.253262158814e+10       4.812291605876e-18       3.698264663399e-05       3.388784574511e+14       1.456774937110e+04       1.162386438263e-06       1.825720902735e+14       2.135194094000e-05       6.788077294614e+28       4.825455304005e+21       2.422714977795e+22       3.601553394783e-08       4.695780692567e+28       1.148386089244e+29       1.082440841944e-04       1.113019701165e-01 
       1.244550306663e+10       4.879899487796e-18       3.724152520590e-05       3.341835135669e+14       1.456774937084e+04       1.170523143314e-06       1.813029694833e+14       2.150140451512e-05       6.601291286061e+28       4.725523047226e+21       2.372542017938e+22       3.601553394783e-08       4.566567942839e+28       1.116786207400e+29       1.083281248538e-04       1.112156249130e-01 
       1.235899013564e+10       4.948457192790e-18       3.750221549126e-05       3.295536151240e+14       1.456774937058e+04       1.178716805299e-06       1.800426707840e+14       2.165191433511e-05       6.419645026435e+28       4.627660326961e+21       2.323408109691e+22       3.601553394783e-08       4.440910711519e+28       1.086055852413e+29       1.084121655152e-04       1.111294135964e-01 
       1.227307858549e+10       5.017978064919e-18       3.776473204198e-05       3.249878609592e+14       1.456774937032e+04       1.186967822919e-06       1.787911328502e+14       2.180347772367e-05       6.242997086411e+28       4.531824284360e+21       2.275291734926e+22       3.601553394783e-08       4.318711162199e+28       1.056171097708e+29       1.084962061785e-04       1.110433358556e-01 
       1.218776423580e+10       5.088475635717e-18       3.802908395301e-05       3.204853623947e+14       1.456774937005e+04       1.195276597661e-06       1.775482947830e+14       2.195610205579e-05       6.071209928343e+28       4.437972948158e+21       2.228171821140e+22       3.601553394783e-08       4.199874150616e+28       1.027108675093e+29       1.085802468438e-04       1.109573913807e-01 
       1.210304293520e+10       5.159963626824e-18       3.829528759525e-05       3.160452430647e+14       1.456774936979e+04       1.203643533827e-06       1.763140961064e+14       2.210979475806e-05       5.904149799178e+28       4.346065216287e+21       2.182027732229e+22       3.601553394783e-08       4.084307150569e+28       9.988459566382e+28       1.086642875111e-04       1.108715798625e-01 
       1.201891056123e+10       5.232455952652e-18       3.856335570163e-05       3.116666387447e+14       1.456774936952e+04       1.212069038545e-06       1.750884767652e+14       2.226456330908e-05       5.741686626318e+28       4.256060837878e+21       2.136839259453e+22       3.601553394783e-08       3.971920181880e+28       9.713609370643e+28       1.087483281804e-04       1.107859009931e-01 
       1.193536302004e+10       5.305966723099e-18       3.883329918608e-05       3.073486971837e+14       1.456774936925e+04       1.220553521796e-06       1.738713771216e+14       2.242041523978e-05       5.583693916341e+28       4.167920395634e+21       2.092586612579e+22       3.601553394783e-08       3.862625740335e+28       9.446322166055e+28       1.088323688517e-04       1.107003544652e-01 
       1.185239624627e+10       5.380510246292e-18       3.910513260053e-05       3.030905779381e+14       1.456774936898e+04       1.229097396430e-06       1.726627379521e+14       2.257735813383e-05       5.430048656517e+28       4.081605288565e+21       2.049250411220e+22       3.601553394783e-08       3.756338729555e+28       9.186389843483e+28       1.089164095250e-04       1.106149399727e-01 
       1.177000620281e+10       5.456101031372e-18       3.937886867789e-05       2.988914522078e+14       1.456774936870e+04       1.237701078186e-06       1.714625004452e+14       2.273539962795e-05       5.280631219030e+28       3.997077715087e+21       2.006811676344e+22       3.601553394783e-08       3.652976394739e+28       8.933610020289e+28       1.090004502004e-04       1.105296572102e-01 
       1.168818888060e+10       5.532753791320e-18       3.965452015109e-05       2.947505026756e+14       1.456774936843e+04       1.246364985713e-06       1.702706061980e+14       2.289454741235e-05       5.135325267837e+28       3.914300656460e+21       1.965251821964e+22       3.601553394783e-08       3.552458258231e+28       8.687785882750e+28       1.090844908779e-04       1.104445058736e-01 
       1.160694029846e+10       5.610483445820e-18       3.993210157205e-05       2.906669233474e+14       1.456774936815e+04       1.255089540594e-06       1.690869972137e+14       2.305480923107e-05       4.994017668085e+28       3.833237860583e+21       1.924552646997e+22       3.601553394783e-08       3.454706056860e+28       8.448726032821e+28       1.091685315574e-04       1.103594856594e-01 
       1.152625650290e+10       5.689305124162e-18       4.021162567369e-05       2.866399193957e+14       1.456774936787e+04       1.263875167358e-06       1.679116158986e+14       2.321619288232e-05       4.856598398031e+28       3.753853826112e+21       1.884696327293e+22       3.601553394783e-08       3.359643681006e+28       8.216244339119e+28       1.092525722390e-04       1.102745962651e-01 
       1.144613356788e+10       5.769234168187e-18       4.049310700793e-05       2.826687070051e+14       1.456774936759e+04       1.272722293509e-06       1.667444050594e+14       2.337870621895e-05       4.722960463374e+28       3.676113786916e+21       1.845665407832e+22       3.601553394783e-08       3.267197115340e+28       7.990159791991e+28       1.093366129228e-04       1.101898373893e-01 
       1.136656759467e+10       5.850286135274e-18       4.077656012669e-05       2.787525132190e+14       1.456774936731e+04       1.281631349543e-06       1.655853079003e+14       2.354235714875e-05       4.592999813951e+28       3.599983696847e+21       1.807442795073e+22       3.601553394783e-08       3.177294381198e+28       7.770296362590e+28       1.094206536087e-04       1.101052087314e-01 
       1.128755471164e+10       5.932476801368e-18       4.106199594389e-05       2.748905757900e+14       1.456774936702e+04       1.290602768969e-06       1.644342680203e+14       2.370715363486e-05       4.466615262725e+28       3.525430214835e+21       1.770011749474e+22       3.601553394783e-08       3.089865480535e+28       7.556482865814e+28       1.095046942967e-04       1.100207099917e-01 
       1.120909107408e+10       6.015822164049e-18       4.134942901146e-05       2.710821430309e+14       1.456774936673e+04       1.299636988330e-06       1.632912294106e+14       2.387310369617e-05       4.343708406999e+28       3.452420690281e+21       1.733355878160e+22       3.601553394783e-08       3.004842341426e+28       7.348552827022e+28       1.095887349869e-04       1.099363408715e-01 
       1.113117286398e+10       6.100338445647e-18       4.163887570030e-05       2.673264736688e+14       1.456774936644e+04       1.308734447227e-06       1.621561364517e+14       2.404021540772e-05       4.224183551802e+28       3.380923148762e+21       1.697459127739e+22       3.601553394783e-08       2.922158765068e+28       7.146344352421e+28       1.096727756792e-04       1.098521010730e-01 
       1.105379628991e+10       6.186042096401e-18       4.193034692435e-05       2.636228367007e+14       1.456774936615e+04       1.317895588336e-06       1.610289339105e+14       2.420849690105e-05       4.107947635381e+28       3.310906278024e+21       1.662305777278e+22       3.601553394783e-08       2.841750374234e+28       6.949700003011e+28       1.097568163738e-04       1.097679902993e-01 
       1.097695758676e+10       6.272949797659e-18       4.222385905450e-05       2.599705112509e+14       1.456774936586e+04       1.327120857432e-06       1.599095669381e+14       2.437795636463e-05       3.994910156740e+28       3.242339414274e+21       1.627880431415e+22       3.601553394783e-08       2.763554563152e+28       6.758466672007e+28       1.098408570705e-04       1.096840082543e-01 
       1.090065301560e+10       6.361078465124e-18       4.251942664268e-05       2.563687864313e+14       1.456774936556e+04       1.336410703412e-06       1.587979810668e+14       2.454860204424e-05       3.884983105181e+28       3.175192528743e+21       1.594168013614e+22       3.601553394783e-08       2.687510448759e+28       6.572495465628e+28       1.099248977696e-04       1.096001546430e-01 
       1.082487886351e+10       6.450445252149e-18       4.281706242182e-05       2.528169612026e+14       1.456774936527e+04       1.345765578313e-06       1.576941222076e+14       2.472044224341e-05       3.778080891776e+28       3.109436214544e+21       1.561153759568e+22       3.601553394783e-08       2.613558823297e+28       6.391641587171e+28       1.100089384708e-04       1.095164291712e-01 
       1.074963144336e+10       6.541067553072e-18       4.311678276281e-05       2.493143442378e+14       1.456774936497e+04       1.355185937338e-06       1.565979366472e+14       2.489348532375e-05       3.674120282728e+28       3.045041673786e+21       1.528823210727e+22       3.601553394783e-08       2.541642108214e+28       6.215764224270e+28       1.100929791743e-04       1.094328315457e-01 
       1.067490709366e+10       6.632963006608e-18       4.341859857959e-05       2.458602537879e+14       1.456774936467e+04       1.364672238876e-06       1.555093710461e+14       2.506773970544e-05       3.573020334567e+28       2.981980704966e+21       1.497162207972e+22       3.601553394783e-08       2.471704309337e+28       6.044726439264e+28       1.101770198801e-04       1.093493614739e-01 
       1.060070217837e+10       6.726149499275e-18       4.372252988105e-05       2.424540175491e+14       1.456774936436e+04       1.374224944524e-06       1.544283724353e+14       2.524321386758e-05       3.474702331124e+28       2.920225690616e+21       1.466156885409e+22       3.601553394783e-08       2.403690973268e+28       5.878395062571e+28       1.102610605882e-04       1.092660186645e-01 
       1.052701308672e+10       6.820645168880e-18       4.402858758112e-05       2.390949725321e+14       1.456774936406e+04       1.383844519112e-06       1.533548882140e+14       2.541991634864e-05       3.379089722248e+28       2.859749585212e+21       1.435793664297e+22       3.601553394783e-08       2.337549144995e+28       5.716640589011e+28       1.103451012987e-04       1.091828028268e-01 
       1.045383623304e+10       6.916468408048e-18       4.433678805071e-05       2.357824649325e+14       1.456774936375e+04       1.393531430721e-06       1.522888661471e+14       2.559785574684e-05       3.286108064200e+28       2.800525903323e+21       1.406059247104e+22       3.601553394783e-08       2.273227326654e+28       5.559337076966e+28       1.104291420114e-04       1.090997136710e-01 
       1.038116805660e+10       7.013637867801e-18       4.464714402275e-05       2.325158500044e+14       1.456774936344e+04       1.403286150712e-06       1.512302543628e+14       2.577704072060e-05       3.195684961692e+28       2.742528708016e+21       1.376940611682e+22       3.601553394783e-08       2.210675437439e+28       5.406362050325e+28       1.105131827265e-04       1.090167509085e-01 
       1.030900502140e+10       7.112172461190e-18       4.495967550611e-05       2.292944919340e+14       1.456774936312e+04       1.413109153742e-06       1.501790013495e+14       2.595747998894e-05       3.107750011524e+28       2.685732599497e+21       1.348425005565e+22       3.601553394783e-08       2.149844774605e+28       5.257596403127e+28       1.105972234440e-04       1.089339142511e-01 
       1.023734361604e+10       7.212091366975e-18       4.527439341473e-05       2.261177637167e+14       1.456774936281e+04       1.423000917792e-06       1.491350559540e+14       2.613918233193e-05       3.022234747762e+28       2.630112703987e+21       1.320499940379e+22       3.601553394783e-08       2.090687975549e+28       5.112924306822e+28       1.106812641639e-04       1.088512034118e-01 
       1.016618035352e+10       7.313414033360e-18       4.559131411952e-05       2.229850470343e+14       1.456774936249e+04       1.432961924191e-06       1.480983673786e+14       2.632215659108e-05       2.939072588435e+28       2.575644662827e+21       1.293153186380e+22       3.601553394783e-08       2.033158980935e+28       4.972233120088e+28       1.107653048862e-04       1.087686181044e-01 
       1.009551177108e+10       7.416160181774e-18       4.591045217239e-05       2.198957321352e+14       1.456774936217e+04       1.442992657634e-06       1.470688851785e+14       2.650641166980e-05       2.858198783693e+28       2.522304621810e+21       1.266372767094e+22       3.601553394783e-08       1.977212998832e+28       4.835413301128e+28       1.108493456109e-04       1.086861580435e-01 
       1.002533443002e+10       7.520349810715e-18       4.623182576324e-05       2.168492177156e+14       1.456774936185e+04       1.453093606211e-06       1.460465592599e+14       2.669195653383e-05       2.779550365394e+28       2.470069220736e+21       1.240146954071e+22       3.601553394783e-08       1.922806469837e+28       4.702358322385e+28       1.109333863381e-04       1.086038229448e-01 
       9.955644915570e+09       7.626003199637e-18       4.655544762500e-05       2.138449108021e+14       1.456774936153e+04       1.463265261428e-06       1.450313398770e+14       2.687880021166e-05       2.703066098076e+28       2.418915583182e+21       1.214464261752e+22       3.601553394783e-08       1.869897033163e+28       4.572964587594e+28       1.110174270678e-04       1.085216125244e-01 
       9.886439836667e+09       7.733140912902e-18       4.688133594755e-05       2.108822266367e+14       1.456774936120e+04       1.473508118231e-06       1.440231776297e+14       2.706695179498e-05       2.628686431278e+28       2.368821306480e+21       1.189313442436e+22       3.601553394783e-08       1.818443493654e+28       4.447131351127e+28       1.111014677999e-04       1.084395264998e-01 
       9.817715825841e+09       7.841783803780e-18       4.720950528281e-05       2.079605885631e+14       1.456774936087e+04       1.483822675031e-06       1.430220234617e+14       2.725642043913e-05       2.556353453178e+28       2.319764451908e+21       1.164683481356e+22       3.601553394783e-08       1.768405789712e+28       4.324760639550e+28       1.111855085345e-04       1.083575645890e-01 
       9.749469539022e+09       7.951953018510e-18       4.753997200169e-05       2.050794279137e+14       1.456774936054e+04       1.494209433728e-06       1.420278286573e+14       2.744721536353e-05       2.486010845500e+28       2.271723535084e+21       1.140563591852e+22       3.601553394783e-08       1.719744962108e+28       4.205757175343e+28       1.112695492717e-04       1.082757265109e-01 
       9.681697655389e+09       8.063670000412e-18       4.787275247509e-05       2.022381838999e+14       1.456774936021e+04       1.504668899736e-06       1.410405448396e+14       2.763934585214e-05       2.417603839664e+28       2.224677516550e+21       1.116943210651e+22       3.601553394783e-08       1.672423123640e+28       4.090028302715e+28       1.113535900114e-04       1.081940119854e-01 
       9.614396877203e+09       8.176956494065e-18       4.820786125492e-05       1.994363035022e+14       1.456774935988e+04       1.515201582005e-06       1.400601239680e+14       2.783282125390e-05       2.351079174146e+28       2.178605792566e+21       1.093811993239e+22       3.601553394783e-08       1.626403429645e+28       3.977483915463e+28       1.114376307537e-04       1.081124207332e-01 
       9.547563929650e+09       8.291834549536e-18       4.854531653109e-05       1.966732413629e+14       1.456774935954e+04       1.525807993050e-06       1.390865183359e+14       2.802765098321e-05       2.286385053009e+28       2.133488186082e+21       1.071159809330e+22       3.601553394783e-08       1.581650049302e+28       3.868036386819e+28       1.115216714985e-04       1.080309524756e-01 
       9.481195560679e+09       8.408326526675e-18       4.888513285550e-05       1.939484596799e+14       1.456774935920e+04       1.536488648971e-06       1.381196805681e+14       2.822384452035e-05       2.223471105570e+28       2.089304937903e+21       1.048976738431e+22       3.601553394783e-08       1.538128137742e+28       3.761600501220e+28       1.116057122460e-04       1.079496069350e-01 
       9.415288540848e+09       8.526455099465e-18       4.922733023704e-05       1.912614281019e+14       1.456774935886e+04       1.547244069484e-06       1.371595636190e+14       2.842141141197e-05       2.162288347187e+28       2.046036698034e+21       1.027253065494e+22       3.601553394783e-08       1.495803808914e+28       3.658093387958e+28       1.116897529961e-04       1.078683838347e-01 
       9.349839663160e+09       8.646243260434e-18       4.957192140864e-05       1.886116236254e+14       1.456774935851e+04       1.558074777940e-06       1.362061207698e+14       2.862036127155e-05       2.102789141117e+28       2.003664517206e+21       1.005979276667e+22       3.601553394783e-08       1.454644109199e+28       3.557434456662e+28       1.117737937489e-04       1.077872828986e-01 
       9.284845742914e+09       8.767714325135e-18       4.991892456019e-05       1.859985304928e+14       1.456774935816e+04       1.568981301355e-06       1.352593056266e+14       2.882070377986e-05       2.044927161427e+28       1.962169838581e+21       9.851460551218e+21       3.601553394783e-08       1.414616991759e+28       3.459545334550e+28       1.118578345043e-04       1.077063038515e-01 
       9.220303617546e+09       8.890891936678e-18       5.026835606259e-05       1.834216400919e+14       1.456774935782e+04       1.579964170433e-06       1.343190721179e+14       2.902244868544e-05       1.988657356924e+28       1.921534489618e+21       9.647442769770e+21       3.601553394783e-08       1.375691291580e+28       3.364349805402e+28       1.119418752624e-04       1.076254464192e-01 
       9.156210146475e+09       9.015800070338e-18       5.062023592473e-05       1.808804508571e+14       1.456774935746e+04       1.591023919594e-06       1.333853744927e+14       2.922560580507e-05       1.933935916078e+28       1.881740674121e+21       9.447650073011e+21       3.601553394783e-08       1.337836701209e+28       3.271773750226e+28       1.120259160232e-04       1.075447103280e-01 
       9.092562210953e+09       9.142463038216e-18       5.097457687953e-05       1.783744681714e+14       1.456774935711e+04       1.602161086999e-06       1.324581673176e+14       2.943018502423e-05       1.880720232911e+28       1.842770964442e+21       9.251994961996e+21       3.601553394783e-08       1.301023747156e+28       3.181745089544e+28       1.121099567867e-04       1.074640953054e-01 
       9.029356713910e+09       9.270905493976e-18       5.133139893587e-05       1.759032042708e+14       1.456774935675e+04       1.613376214575e-06       1.315374054755e+14       2.963619629763e-05       1.828968873827e+28       1.804608293848e+21       9.060391749830e+21       3.601553394783e-08       1.265223766947e+28       3.094193727274e+28       1.121939975530e-04       1.073836010794e-01 
       8.966590579806e+09       9.401152437638e-18       5.169071846467e-05       1.734661781487e+14       1.456774935639e+04       1.624669848044e-06       1.306230441626e+14       2.984364964964e-05       1.778641545345e+28       1.767235949048e+21       8.872756524142e+21       3.601553394783e-08       1.230408886807e+28       3.009051496151e+28       1.122780383221e-04       1.073032273790e-01 
       8.904260754479e+09       9.533229220451e-18       5.205255365581e-05       1.710629154625e+14       1.456774935603e+04       1.636042536947e-06       1.297150388866e+14       3.005255517480e-05       1.729699062733e+28       1.730637562875e+21       8.689007110336e+21       3.601553394783e-08       1.196551999957e+28       2.926252104655e+28       1.123620790939e-04       1.072229739339e-01 
       8.842364204998e+09       9.667161549821e-18       5.241692088020e-05       1.686929484416e+14       1.456774935567e+04       1.647494834672e-06       1.288133454645e+14       3.026292303832e-05       1.682103319497e+28       1.694797107113e+21       8.509063035601e+21       3.601553394783e-08       1.163626745509e+28       2.845731085392e+28       1.124461198686e-04       1.071428404748e-01 
       8.780897919516e+09       9.802975494319e-18       5.278384014673e-05       1.663558157957e+14       1.456774935530e+04       1.659027298480e-06       1.279179200206e+14       3.047476347657e-05       1.635817257709e+28       1.659698885482e+21       8.332845493669e+21       3.601553394783e-08       1.131607487943e+28       2.767425744906e+28       1.125301606461e-04       1.070628267329e-01 
       8.719858907120e+09       9.940697488750e-18       5.315332600730e-05       1.640510626257e+14       1.456774935493e+04       1.670640489534e-06       1.270287189839e+14       3.068808679757e-05       1.590804839157e+28       1.625327526765e+21       8.160277310303e+21       3.601553394783e-08       1.100469297143e+28       2.691275114861e+28       1.126142014265e-04       1.069829324406e-01 
       8.659244197691e+09       1.008035433931e-17       5.352540028980e-05       1.617782403345e+14       1.456774935456e+04       1.682334972925e-06       1.261456990864e+14       3.090290338148e-05       1.547031017285e+28       1.591667978069e+21       7.991282909497e+21       3.601553394783e-08       1.070187928993e+28       2.617219904574e+28       1.126982422097e-04       1.069031573306e-01 
       8.599050841753e+09       1.022197322878e-17       5.390007754613e-05       1.595369065404e+14       1.456774935418e+04       1.694111317700e-06       1.252688173611e+14       3.111922368114e-05       1.504461709904e+28       1.558705498240e+21       7.825788280380e+21       3.601553394783e-08       1.040739806496e+28       2.545202454849e+28       1.127822829959e-04       1.068235011368e-01 
       8.539275910335e+09       1.036558172184e-17       5.427737778518e-05       1.573266249904e+14       1.456774935381e+04       1.705970096887e-06       1.243980311393e+14       3.133705822257e-05       1.463063772657e+28       1.526425651405e+21       7.663720944799e+21       3.601553394783e-08       1.012102001415e+28       2.475166693086e+28       1.128663237850e-04       1.067439635939e-01 
       8.479916494826e+09       1.051120777044e-17       5.465731919685e-05       1.551469654754e+14       1.456774935343e+04       1.717911887528e-06       1.235332980492e+14       3.155641760545e-05       1.422804973214e+28       1.494814300647e+21       7.505009925580e+21       3.601553394783e-08       9.842522164277e+27       2.407058089624e+28       1.129503645770e-04       1.066645444370e-01 
       8.420969706833e+09       1.065887971921e-17       5.503991997102e-05       1.529975037469e+14       1.456774935304e+04       1.729937270703e-06       1.226745760133e+14       3.177731250366e-05       1.383653966174e+28       1.463857601818e+21       7.349585715446e+21       3.601553394783e-08       9.571687677610e+27       2.340823615279e+28       1.130344053720e-04       1.065852434025e-01 
       8.362432678041e+09       1.080862631099e-17       5.542520011659e-05       1.508778214338e+14       1.456774935266e+04       1.742046831560e-06       1.218218232467e+14       3.199975366580e-05       1.345580268660e+28       1.433541997472e+21       7.197380246569e+21       3.601553394783e-08       9.308305683093e+27       2.276411700062e+28       1.131184461700e-04       1.065060602272e-01 
       8.304302560075e+09       1.096047669243e-17       5.581317600445e-05       1.487875059614e+14       1.456774935227e+04       1.754241159343e-06       1.209749982552e+14       3.222375191572e-05       1.308554236587e+28       1.403854210932e+21       7.048326860769e+21       3.601553394783e-08       9.052171112161e+27       2.213772193021e+28       1.132024869711e-04       1.064269946488e-01 
       8.246576524359e+09       1.111446041969e-17       5.620386946248e-05       1.467261504709e+14       1.456774935188e+04       1.766520847419e-06       1.201340598325e+14       3.244931815303e-05       1.272547041578e+28       1.374781240470e+21       6.902360280313e+21       3.601553394783e-08       8.803084539076e+27       2.152856323200e+28       1.132865277751e-04       1.063480464058e-01 
       8.189251761979e+09       1.127060746412e-17       5.659729504259e-05       1.446933537402e+14       1.456774935149e+04       1.778886493311e-06       1.192989670593e+14       3.267646335364e-05       1.237530648522e+28       1.346310353619e+21       6.759416579333e+21       3.601553394783e-08       8.560852025654e+27       2.093616661660e+28       1.133705685823e-04       1.062692152376e-01 
       8.132325483549e+09       1.142894821816e-17       5.699347639165e-05       1.426887201062e+14       1.456774935109e+04       1.791338698724e-06       1.184696793004e+14       3.290519857028e-05       1.203477793741e+28       1.318429081590e+21       6.619433155826e+21       3.601553394783e-08       8.325284970264e+27       2.036007084554e+28       1.134546093925e-04       1.061905008841e-01 
       8.075794919070e+09       1.158951350125e-17       5.739243169955e-05       1.407118593870e+14       1.456774935069e+04       1.803878069574e-06       1.176461562032e+14       3.313553493305e-05       1.170361963769e+28       1.291125213819e+21       6.482348704237e+21       3.601553394783e-08       8.096199960984e+27       1.979982737215e+28       1.135386502058e-04       1.061119030862e-01 
       8.019657317799e+09       1.175233456577e-17       5.779417733720e-05       1.387623868068e+14       1.456774935029e+04       1.816505216020e-06       1.168283576955e+14       3.336748364999e-05       1.138157374702e+28       1.264386792612e+21       6.348103188616e+21       3.601553394783e-08       7.873418632799e+27       1.925499999231e+28       1.136226910223e-04       1.060334215854e-01 
       7.963909948117e+09       1.191744310321e-17       5.819873695145e-05       1.368399229203e+14       1.456774934989e+04       1.829220752490e-06       1.160162439838e+14       3.360105600755e-05       1.106838952128e+28       1.238202107914e+21       6.216637816316e+21       3.601553394783e-08       7.656767528721e+27       1.872516450484e+28       1.137067318419e-04       1.059550561242e-01 
       7.908550097390e+09       1.208487125026e-17       5.860612873221e-05       1.349440935395e+14       1.456774934948e+04       1.842025297715e-06       1.152097755511e+14       3.383626337123e-05       1.076382311601e+28       1.212559692178e+21       6.087895012253e+21       3.601553394783e-08       7.446077964741e+27       1.820990838121e+28       1.137907726648e-04       1.058768064456e-01 
       7.853575071841e+09       1.225465159511e-17       5.901637086936e-05       1.330745296604e+14       1.456774934907e+04       1.854919474755e-06       1.144089131552e+14       3.407311718605e-05       1.046763739657e+28       1.187448315341e+21       5.961818393689e+21       3.601553394783e-08       7.241185898491e+27       1.770883044433e+28       1.138748134908e-04       1.057986722935e-01 
       7.798982196421e+09       1.242681718378e-17       5.942948519078e-05       1.312308673911e+14       1.456774934865e+04       1.867903911035e-06       1.136136178266e+14       3.431162897717e-05       1.017960175350e+28       1.162856979909e+21       5.838352745536e+21       3.601553394783e-08       7.041931801518e+27       1.722154055623e+28       1.139588543201e-04       1.057206534125e-01 
       7.744768814673e+09       1.260140152657e-17       5.984549170535e-05       1.294127478816e+14       1.456774934824e+04       1.880979238368e-06       1.128238508668e+14       3.455181035042e-05       9.899491922959e+27       1.138774916141e+21       5.717443996179e+21       3.601553394783e-08       6.848160535081e+27       1.674765931426e+28       1.140428951526e-04       1.056427495481e-01 
       7.690932288607e+09       1.277843860454e-17       6.026441042195e-05       1.276198172531e+14       1.456774934782e+04       1.894146092991e-06       1.120395738460e+14       3.479367299286e-05       9.627089812135e+27       1.115191577327e+21       5.599039193792e+21       3.601553394783e-08       6.659721229353e+27       1.628681775572e+28       1.141269359885e-04       1.055649604463e-01 
       7.637469998571e+09       1.295796287616e-17       6.068626134947e-05       1.258517265300e+14       1.456774934740e+04       1.907405115597e-06       1.112607486020e+14       3.503722867339e-05       9.362183329425e+27       1.092096635177e+21       5.483086483150e+21       3.601553394783e-08       6.476467165963e+27       1.583865707057e+28       1.142109768276e-04       1.054872858541e-01 
       7.584379343124e+09       1.314000928401e-17       6.111106449680e-05       1.241081315711e+14       1.456774934697e+04       1.920756951359e-06       1.104873372376e+14       3.528248924324e-05       9.104566219302e+27       1.069479975292e+21       5.369535082918e+21       3.601553394783e-08       6.298255663753e+27       1.540282832207e+28       1.142950176701e-04       1.054097255191e-01 
       7.531657738906e+09       1.332461326158e-17       6.153884351079e-05       1.223886930034e+14       1.456774934654e+04       1.934202249972e-06       1.097193021189e+14       3.552946663666e-05       8.854037901727e+27       1.047331692734e+21       5.258335263412e+21       3.601553394783e-08       6.124947967693e+27       1.497899217509e+28       1.143790585160e-04       1.053322791897e-01 
       7.479302620517e+09       1.351181074016e-17       6.196961476235e-05       1.206930761556e+14       1.456774934611e+04       1.947741665674e-06       1.089566058740e+14       3.577817287138e-05       8.610403315976e+27       1.025642087694e+21       5.149438324819e+21       3.601553394783e-08       5.956409140841e+27       1.456681863190e+28       1.144630993652e-04       1.052549466149e-01 
       7.427311440388e+09       1.370163815583e-17       6.240340189834e-05       1.190209509929e+14       1.456774934568e+04       1.961375857286e-06       1.081992113904e+14       3.602862004931e-05       8.373472768770e+27       1.004401661239e+21       5.042796575870e+21       3.601553394783e-08       5.792507959290e+27       1.416598677526e+28       1.145471402179e-04       1.051777275447e-01 
       7.375681668662e+09       1.389413245659e-17       6.284022492764e-05       1.173719920532e+14       1.456774934524e+04       1.975105488238e-06       1.074470818139e+14       3.628082035703e-05       8.143061786574e+27       9.836011111502e+20       4.938363312954e+21       3.601553394783e-08       5.633116809986e+27       1.377618451852e+28       1.146311810740e-04       1.051006217297e-01 
       7.324410793065e+09       1.408933110949e-17       6.328010749712e-05       1.157458783831e+14       1.456774934480e+04       1.988931226606e-06       1.067001805463e+14       3.653478606644e-05       7.918990971974e+27       9.632313278563e+20       4.836092799662e+21       3.601553394783e-08       5.478111591380e+27       1.339710836268e+28       1.147152219335e-04       1.050236289211e-01 
       7.273496318788e+09       1.428727210797e-17       6.372306779667e-05       1.141422934762e+14       1.456774934436e+04       2.002853745142e-06       1.059584712438e+14       3.679052953536e-05       7.701085863991e+27       9.432833904373e+20       4.735940246760e+21       3.601553394783e-08       5.327371616794e+27       1.302846316001e+28       1.147992627966e-04       1.049467488710e-01 
       7.222935768364e+09       1.448799397923e-17       6.416912947316e-05       1.125609252109e+14       1.456774934391e+04       2.016873721306e-06       1.052219178153e+14       3.704806320808e-05       7.489176802253e+27       9.237485627207e+20       4.637861792570e+21       3.601553394783e-08       5.180779520461e+27       1.266996188432e+28       1.148833036632e-04       1.048699813322e-01 
       7.172726681547e+09       1.469153579175e-17       6.461831253546e-05       1.110014657897e+14       1.456774934347e+04       2.030991837304e-06       1.044904844205e+14       3.730739961604e-05       7.283098794892e+27       9.046182894547e+20       4.541814483766e+21       3.601553394783e-08       5.038221166139e+27       1.232132540746e+28       1.149673445334e-04       1.047933260583e-01 
       7.122866615196e+09       1.489793716288e-17       6.507064063044e-05       1.094636116798e+14       1.456774934301e+04       2.045208780112e-06       1.037641354685e+14       3.756855137837e-05       7.082691390086e+27       8.858841925617e+20       4.447756256555e+21       3.601553394783e-08       4.899585558250e+27       1.198228228198e+28       1.150513854071e-04       1.047167828033e-01 
       7.073353143148e+09       1.510723826656e-17       6.552613558597e-05       1.079470635532e+14       1.456774934256e+04       2.059525241520e-06       1.030428356153e+14       3.783153120254e-05       6.887798551130e+27       8.675380674690e+20       4.355645918262e+21       3.601553394783e-08       4.764764755456e+27       1.165256852977e+28       1.151354262844e-04       1.046403513224e-01 
       7.024183856110e+09       1.531947984111e-17       6.598481922993e-05       1.064515262294e+14       1.456774934210e+04       2.073941918157e-06       1.023265497632e+14       3.809635188499e-05       6.698268534945e+27       8.495718795156e+20       4.265443129289e+21       3.601553394783e-08       4.633653786615e+27       1.133192743657e+28       1.152194671654e-04       1.045640313711e-01 
