# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       7.671496989756e+13       1.284326927548e-25       6.040863809176e-09       1.269756050792e+22       1.456774940808e+04       1.898944811884e-10       1.117564457316e+18       3.488182512992e-09       9.530145863146e+43       1.106758520036e+33       5.556699366933e+33       3.601553394783e-08       6.592658421409e+43       1.612280428522e+44       3.193535747931e-06       3.772541093587e+00 
       7.618169801148e+13       1.302370436553e-25       6.084519554861e-09       1.252164393231e+22       1.456774940808e+04       1.912237425567e-10       1.109795886113e+18       3.512599790583e-09       9.267906965640e+43       1.083838221411e+33       5.441623488544e+33       3.601553394783e-08       6.411249710473e+43       1.567915667676e+44       3.277576162350e-06       3.675809270674e+00 
       7.565213307992e+13       1.320667438816e-25       6.126356311142e-09       1.234816456830e+22       1.456774940808e+04       1.925623087546e-10       1.102081316895e+18       3.537187989117e-09       9.012884037369e+43       1.061392588289e+33       5.328930761899e+33       3.601553394783e-08       6.234832782562e+43       1.524771682057e+44       3.361616576769e-06       3.583914038908e+00 
       7.512624933457e+13       1.339221495664e-25       6.170012056828e-09       1.217708864986e+22       1.456774940808e+04       1.939102449159e-10       1.094420374275e+18       3.561948305041e-09       8.764878518120e+43       1.039411790634e+33       5.218571833368e+33       3.601553394783e-08       6.063270279898e+43       1.482814879864e+44       3.445656991189e-06       3.496501501373e+00 
       7.460402118627e+13       1.358036218457e-25       6.211848813109e-09       1.200838287879e+22       1.456774940808e+04       1.952676166303e-10       1.086812685477e+18       3.586881943176e-09       8.523697311413e+43       1.017886201986e+33       5.110498371407e+33       3.601553394783e-08       5.896428624344e+43       1.442012593637e+44       3.529697405608e-06       3.413251465626e+00 
       7.408542322370e+13       1.377115269290e-25       6.255504558794e-09       1.184201441823e+22       1.456774940808e+04       1.966344899467e-10       1.079257880314e+18       3.611990116778e-09       8.289152634162e+43       9.968063952409e+32       5.004663045387e+33       3.601553394783e-08       5.734177913402e+43       1.402333054816e+44       3.613737820027e-06       3.333873524565e+00 
       7.357043021222e+13       1.396462361708e-25       6.299160304479e-09       1.167795088623e+22       1.456774940808e+04       1.980109313763e-10       1.071755591176e+18       3.637274047595e-09       8.061061870468e+43       9.761631385265e+32       4.901019504868e+33       3.601553394783e-08       5.576391819075e+43       1.363745369013e+44       3.697778234446e-06       3.258103671734e+00 
       7.305901709257e+13       1.416081261428e-25       6.344635039568e-09       1.151616034949e+22       1.456774940808e+04       1.993970078959e-10       1.064305453005e+18       3.662734965928e-09       7.839247429430e+43       9.559473911558e+32       4.799522359299e+33       3.601553394783e-08       5.422947489502e+43       1.326219491951e+44       3.781818648865e-06       3.185701367918e+00 
       7.255115897971e+13       1.435975787069e-25       6.388290785253e-09       1.135661131709e+22       1.456774940808e+04       2.007927869512e-10       1.056907103282e+18       3.688374110689e-09       7.623536606878e+43       9.361502996691e+32       4.700127158143e+33       3.601553394783e-08       5.273725453313e+43       1.289726206075e+44       3.865859063284e-06       3.116446990355e+00 
       7.204683116158e+13       1.456149810902e-25       6.433765520342e-09       1.119927273445e+22       1.456774940808e+04       2.021983364599e-10       1.049560182008e+18       3.714192729464e-09       7.413761450905e+43       9.167631939567e+32       4.602790371401e+33       3.601553394783e-08       5.128609526601e+43       1.254237097806e+44       3.949899477703e-06       3.050139607581e+00 
       7.154600909790e+13       1.476607259595e-25       6.477421266027e-09       1.104411397719e+22       1.456774940808e+04       2.036137248151e-10       1.042264331686e+18       3.740192078570e-09       7.209758631098e+43       8.977775834616e+32       4.507469370560e+33       3.601553394783e-08       4.987486722469e+43       1.219724535411e+44       4.033939892123e-06       2.986595032423e+00 
       7.104866841896e+13       1.497352114985e-25       6.522896001115e-09       1.089110484522e+22       1.456774940808e+04       2.050390208888e-10       1.035019197305e+18       3.766373423119e-09       7.011369311369e+43       8.791851534608e+32       4.414122409914e+33       3.601553394783e-08       4.850247163053e+43       1.186161647495e+44       4.117980306542e-06       2.925644113394e+00 
       7.055478492449e+13       1.518388414848e-25       6.568370736204e-09       1.074021555686e+22       1.456774940808e+04       2.064742940350e-10       1.027824426321e+18       3.792738037081e-09       6.818439026289e+43       8.609777614246e+32       4.322708608285e+33       3.601553394783e-08       4.716783993974e+43       1.153522302078e+44       4.202020720961e-06       2.867131231126e+00 
       7.006433458242e+13       1.539720253688e-25       6.615664460696e-09       1.059141674304e+22       1.456774940808e+04       2.079196140933e-10       1.020679668640e+18       3.819287203340e-09       6.630817560821e+43       8.431474334499e+32       4.233187931122e+33       3.601553394783e-08       4.586993301144e+43       1.121781086247e+44       4.286061135380e-06       2.810912971693e+00 
       6.957729352772e+13       1.561351783532e-25       6.661139195785e-09       1.044467944157e+22       1.456774940808e+04       2.093750513919e-10       1.013584576604e+18       3.846022213764e-09       6.448358833359e+43       8.256863607683e+32       4.145521172964e+33       3.601553394783e-08       4.460774029851e+43       1.090913286371e+44       4.370101549799e-06       2.756856953006e+00 
       6.909363806129e+13       1.583287214739e-25       6.708432920277e-09       1.029997509151e+22       1.456774940808e+04       2.108406767517e-10       1.006538804969e+18       3.872944369260e-09       6.270920781994e+43       8.085868963263e+32       4.059669940270e+33       3.601553394783e-08       4.338027906086e+43       1.060894868857e+44       4.454141964218e-06       2.704840784082e+00 
       6.861334464875e+13       1.605530816819e-25       6.755726644769e-09       1.015727552762e+22       1.456774940808e+04       2.123165614889e-10       9.995420108930e+17       3.900054979844e-09       6.098365253901e+43       7.918415514365e+32       3.975596634609e+33       3.601553394783e-08       4.218659360024e+43       1.031702461440e+44       4.538182378637e-06       2.654751139932e+00 
       6.813638991932e+13       1.628086919264e-25       6.803020369262e-09       1.001655297488e+22       1.456774940808e+04       2.138027774193e-10       9.925938539156e+17       3.927355364703e-09       5.930557897776e+43       7.754429924972e+32       3.893264436187e+33       3.601553394783e-08       4.102575451612e+43       1.003313334986e+44       4.622222793056e-06       2.606482937388e+00 
       6.766275066466e+13       1.650959912393e-25       6.850314093754e-09       9.877780043055e+21       1.456774940808e+04       2.152993968613e-10       9.856939959440e+17       3.954846852255e-09       5.767368059232e+43       7.593840377815e+32       3.812637287729e+33       3.601553394783e-08       3.989685798209e+43       9.757053857898e+43       4.706263207476e-06       2.559938599221e+00 
       6.719240383780e+13       1.674154248202e-25       6.897607818246e-09       9.740929721401e+21       1.456774940808e+04       2.168064926393e-10       9.788421012354e+17       3.982530780221e-09       5.608668679066e+43       7.436576542916e+32       3.733679878682e+33       3.601553394783e-08       3.879902504213e+43       9.488571183728e+43       4.790303621895e-06       2.515027395726e+00 
       6.672532655193e+13       1.697674441235e-25       6.946720532142e-09       9.605975373382e+21       1.456774940808e+04       2.183241380878e-10       9.720378363807e+17       4.010408495682e-09       5.454336194339e+43       7.282569546789e+32       3.656357629755e+33       3.601553394783e-08       3.773140092625e+43       9.227476287402e+43       4.874344036314e-06       2.471664854420e+00 
       6.626149607938e+13       1.721525069460e-25       6.994014256634e-09       9.472890731497e+21       1.456774940808e+04       2.198524070544e-10       9.652808702887e+17       4.038481355152e-09       5.304250442161e+43       7.131751942275e+32       3.580636677772e+33       3.601553394783e-08       3.669315438497e+43       8.973565881088e+43       4.958384450733e-06       2.429772229769e+00 
       6.580088985043e+13       1.745710775160e-25       7.043126970530e-09       9.341649892163e+21       1.456774940808e+04       2.213913739038e-10       9.585708741695e+17       4.066750724638e-09       5.158294566141e+43       6.984057679005e+32       3.506483860842e+33       3.601553394783e-08       3.568347704214e+43       8.726642270776e+43       5.042424865152e-06       2.389276025940e+00 
       6.534348545226e+13       1.770236265840e-25       7.092239684425e-09       9.212227310677e+21       1.456774940808e+04       2.229411135211e-10       9.519075215188e+17       4.095217979710e-09       5.016354925399e+43       6.839422074474e+32       3.433866703840e+33       3.601553394783e-08       3.470158276548e+43       8.486513202359e+43       5.126465279571e-06       2.350107566498e+00 
       6.488926062786e+13       1.795106315139e-25       7.143171387725e-09       9.084597796239e+21       1.456774940808e+04       2.245017013157e-10       9.452904881021e+17       4.123884505567e-09       4.878321006084e+43       6.697781785712e+32       3.362753404177e+33       3.601553394783e-08       3.374670705457e+43       8.252991711944e+43       5.210505693990e-06       2.312202605748e+00 
       6.443819327494e+13       1.820325763760e-25       7.192284101620e-09       8.958736507053e+21       1.456774940808e+04       2.260732132250e-10       9.387194519386e+17       4.152751697106e-09       4.744085335330e+43       6.559074781545e+32       3.293112817880e+33       3.601553394783e-08       3.281810644556e+43       8.025895980281e+43       5.294546108410e-06       2.275500977086e+00 
       6.399026144483e+13       1.845899520415e-25       7.243215804920e-09       8.834618945490e+21       1.456774940808e+04       2.276557257175e-10       9.321940932855e+17       4.181820958985e-09       4.613543397580e+43       6.423240315423e+32       3.224914445946e+33       3.601553394783e-08       3.191505793234e+43       7.805049191201e+43       5.378586522829e-06       2.239946274319e+00 
       6.354544334144e+13       1.871832562777e-25       7.294147508219e-09       8.712220953318e+21       1.456774940808e+04       2.292493157976e-10       9.257140946232e+17       4.211093705698e-09       4.486593553207e+43       6.290218898824e+32       3.158128420989e+33       3.601553394783e-08       3.103685840358e+43       7.590279393944e+43       5.462626937248e-06       2.205485562407e+00 
       6.310371732019e+13       1.898129938452e-25       7.345079211518e-09       8.591518707005e+21       1.456774940808e+04       2.308540610081e-10       9.192791406387e+17       4.240571361638e-09       4.363136959379e+43       6.159952275197e+32       3.092725494159e+33       3.601553394783e-08       3.018282409532e+43       7.381419369282e+43       5.546667351667e-06       2.172069114491e+00 
       6.266506188699e+13       1.924796765957e-25       7.396010914817e-09       8.472488713076e+21       1.456774940808e+04       2.324700394352e-10       9.128889182112e+17       4.270255361169e-09       4.243077493099e+43       6.032383394447e+32       3.028677022332e+33       3.601553394783e-08       2.935229005859e+43       7.178306499321e+43       5.630707766086e-06       2.139650172484e+00 
       6.222945569711e+13       1.951838235721e-25       7.448761607520e-09       8.355107803546e+21       1.456774940808e+04       2.340973297112e-10       9.065431163964e+17       4.300147148697e-09       4.126321676367e+43       5.907456387954e+32       2.965954955564e+33       3.601553394783e-08       2.854460964164e+43       6.980782640887e+43       5.714748180506e-06       2.108184728771e+00 
       6.179687755423e+13       1.979259611095e-25       7.499693310820e-09       8.239353131404e+21       1.456774940808e+04       2.357360110192e-10       9.002414264116e+17       4.330248178737e-09       4.012778603396e+43       5.785116544100e+32       2.904531824810e+33       3.601553394783e-08       2.775915398654e+43       6.788694002398e+43       5.798788594925e-06       2.077631326905e+00 
       6.136730640936e+13       2.007066229371e-25       7.552444003522e-09       8.125202166173e+21       1.456774940808e+04       2.373861630963e-10       8.939835416202e+17       4.360559915988e-09       3.902359869831e+43       5.665310284317e+32       2.844380729893e+33       3.601553394783e-08       2.699531153946e+43       6.601891024119e+43       5.882829009344e-06       2.047950879378e+00 
       6.094072135984e+13       2.035263502827e-25       7.605194696225e-09       8.012632689520e+21       1.456774940808e+04       2.390478662380e-10       8.877691575176e+17       4.391083835399e-09       3.794979503924e+43       5.547985139610e+32       2.785475327719e+33       3.601553394783e-08       2.625248757458e+43       6.420228261716e+43       5.966869423763e-06       2.019106500796e+00 
       6.051710164830e+13       2.063856919778e-25       7.657945388928e-09       7.901622790931e+21       1.456774940808e+04       2.407212013017e-10       8.815979717156e+17       4.421821422247e-09       3.690553899588e+43       5.433089727591e+32       2.727789820748e+33       3.601553394783e-08       2.553010373101e+43       6.243564273016e+43       6.050909838182e-06       1.991063354951e+00 
       6.009642666167e+13       2.092852045644e-25       7.712515071034e-09       7.792150863452e+21       1.456774940808e+04       2.424062497108e-10       8.754696839281e+17       4.452774172202e-09       3.589001751309e+43       5.320573729967e+32       2.671298945688e+33       3.601553394783e-08       2.482759756251e+43       6.071761507880e+43       6.134950252602e-06       1.963788514473e+00 
       5.967867593016e+13       2.122254524033e-25       7.767084753141e-09       7.684195599476e+21       1.456774940808e+04       2.441030934588e-10       8.693839959564e+17       4.483943591407e-09       3.490243990837e+43       5.210387870506e+32       2.615977962436e+33       3.601553394783e-08       2.414442209950e+43       5.904686201101e+43       6.218990667021e-06       1.937250831845e+00 
       5.926382912628e+13       2.152070077841e-25       7.821654435247e-09       7.577735986602e+21       1.456774940808e+04       2.458118151130e-10       8.633406116747e+17       4.515331196547e-09       3.394203725627e+43       5.102483893459e+32       2.561802643241e+33       3.601553394783e-08       2.348004542330e+43       5.742208268264e+43       6.303031081440e-06       1.911420820754e+00 
       5.885186606383e+13       2.182304510364e-25       7.876224117354e-09       7.472751303540e+21       1.456774940808e+04       2.475324978188e-10       8.573392370155e+17       4.546938514922e-09       3.300806178968e+43       4.996814542423e+32       2.508749262095e+33       3.601553394783e-08       2.283395025187e+43       5.584201204456e+43       6.387071495859e-06       1.886270546797e+00 
       5.844276669695e+13       2.212963706430e-25       7.930793799460e-09       7.369221116082e+21       1.456774940808e+04       2.492652253035e-10       8.513795799558e+17       4.578767084526e-09       3.209978631763e+43       4.893333539647e+32       2.456794584339e+33       3.601553394783e-08       2.220563353712e+43       5.430541985770e+43       6.471111910279e-06       1.861773526709e+00 
       5.803651111912e+13       2.244053633542e-25       7.985363481566e-09       7.267125273121e+21       1.456774940808e+04       2.510100818806e-10       8.454613505023e+17       4.610818454117e-09       3.121650365911e+43       4.791995565763e+32       2.405915856493e+33       3.601553394783e-08       2.159460607324e+43       5.281110973523e+43       6.555152324698e-06       1.837904635341e+00 
       5.763307956218e+13       2.275580343039e-25       8.041752153076e-09       7.166443902733e+21       1.456774940808e+04       2.527671524538e-10       8.395842606776e+17       4.643094183296e-09       3.035752609243e+43       4.692756239942e+32       2.356090796284e+33       3.601553394783e-08       2.100039211576e+43       5.135791821102e+43       6.639192739117e-06       1.814640019704e+00 
       5.723245239541e+13       2.307549971278e-25       8.098140824586e-09       7.067157408305e+21       1.456774940808e+04       2.545365225210e-10       8.337480245060e+17       4.675595842579e-09       2.952218481982e+43       4.595572100452e+32       2.307297582896e+33       3.601553394783e-08       2.042252901117e+43       4.994471383376e+43       6.723233153536e-06       1.791957019458e+00 
       5.683461012454e+13       2.339968740825e-25       8.154529496096e-09       6.969246464723e+21       1.456774940808e+04       2.563182781786e-10       8.279523580000e+17       4.708325013476e-09       2.870982944664e+43       4.500400585630e+32       2.259514847404e+33       3.601553394783e-08       1.986056683671e+43       4.857039628606e+43       6.807273567956e-06       1.769834093292e+00 
       5.643953339081e+13       2.372842961664e-25       8.212737157010e-09       6.872692014611e+21       1.456774940808e+04       2.581125061259e-10       8.221969791460e+17       4.741283288570e-09       2.791982747502e+43       4.407200015239e+32       2.212721663424e+33       3.601553394783e-08       1.931406805003e+43       4.723389552770e+43       6.891313982375e-06       1.748250750691e+00 
       5.604720297002e+13       2.406179032432e-25       8.269125828519e-09       6.777475264620e+21       1.456774940808e+04       2.599192936687e-10       8.164816078908e+17       4.774472271590e-09       2.715156381141e+43       4.315929572211e+32       2.166897537944e+33       3.601553394783e-08       1.878260714853e+43       4.593417096254e+43       6.975354396794e-06       1.727187488635e+00 
       5.565759977162e+13       2.439983441659e-25       8.327333489433e-09       6.683577681770e+21       1.456774940808e+04       2.617387287244e-10       8.108059661279e+17       4.807893577490e-09       2.640444028762e+43       4.226549284780e+32       2.122022402347e+33       3.601553394783e-08       1.826577033809e+43       4.467021062826e+43       7.059394811214e-06       1.706625732818e+00 
       5.527070483775e+13       2.474262769030e-25       8.385541150346e-09       6.590980989845e+21       1.456774940808e+04       2.635708998255e-10       8.051697776841e+17       4.841548832532e-09       2.567787519515e+43       4.139020008966e+32       2.078076603630e+33       3.601553394783e-08       1.776315521086e+43       4.344103040850e+43       7.143435225633e-06       1.686547783020e+00 
       5.488649934235e+13       2.509023686672e-25       8.443748811260e-09       6.499667165834e+21       1.456774940808e+04       2.654158961243e-10       7.995727683059e+17       4.875439674359e-09       2.497130283223e+43       4.053303411441e+32       2.035040895788e+33       3.601553394783e-08       1.727437043195e+43       4.224567326662e+43       7.227475640052e-06       1.666936762288e+00 
       5.450496459022e+13       2.544272960446e-25       8.503775461577e-09       6.409618436422e+21       1.456774940808e+04       2.672738073971e-10       7.940146656464e+17       4.909567752079e-09       2.428417306338e+43       3.969361952736e+32       1.992896431390e+33       3.601553394783e-08       1.679903543474e+43       4.108320850052e+43       7.311516054472e-06       1.647776569618e+00 
       5.412608201611e+13       2.580017451267e-25       8.563802111894e-09       6.320817274533e+21       1.456774940808e+04       2.691447240489e-10       7.884951992516e+17       4.943934726344e-09       2.361595089109e+43       3.887158870799e+32       1.951624753324e+33       3.601553394783e-08       1.633678012461e+43       3.995273101804e+43       7.395556468891e-06       1.629051835872e+00 
       5.374983318382e+13       2.616264116439e-25       8.623828762211e-09       6.233246395918e+21       1.456774940808e+04       2.710287371173e-10       7.830141005478e+17       4.978542269427e-09       2.296611603922e+43       3.806658164902e+32       1.911207786714e+33       3.601553394783e-08       1.588724459072e+43       3.885336063223e+43       7.479596883311e-06       1.610747882661e+00 
       5.337619978533e+13       2.653020011011e-25       8.683855412528e-09       6.146888755789e+21       1.456774940808e+04       2.729259382771e-10       7.775711028280e+17       5.013392065313e-09       2.233416254799e+43       3.727824579868e+32       1.871627831003e+33       3.601553394783e-08       1.545007882581e+43       3.778424137605e+43       7.563637297730e-06       1.592850683965e+00 
       5.300516363985e+13       2.690292289145e-25       8.743882062845e-09       6.061727545504e+21       1.456774940808e+04       2.748364198450e-10       7.721659412393e+17       5.048485809770e-09       2.171959837999e+43       3.650623590633e+32       1.832867552203e+33       3.601553394783e-08       1.502494245373e+43       3.674454083592e+43       7.647677712149e-06       1.575346830295e+00 
       5.263670669300e+13       2.728088205515e-25       8.805727702565e-09       5.977746189292e+21       1.456774940808e+04       2.767602747839e-10       7.667983527699e+17       5.083825210437e-09       2.112194503709e+43       3.575021387127e+32       1.794909975302e+33       3.601553394783e-08       1.461150446435e+43       3.573344950359e+43       7.731718126569e-06       1.558223495183e+00 
       5.227081101588e+13       2.766415116714e-25       8.867573342286e-09       5.894928341030e+21       1.456774940807e+04       2.786975967074e-10       7.614680762363e+17       5.119411986910e-09       2.054073718788e+43       3.500984859466e+32       1.757738476828e+33       3.601553394783e-08       1.420944295589e+43       3.475018014588e+43       7.815758540988e-06       1.541468403837e+00 
       5.190745880425e+13       2.805280482689e-25       8.929418982007e-09       5.813257881060e+21       1.456774940807e+04       2.806484798844e-10       7.561748522704e+17       5.155247870818e-09       1.997552230540e+43       3.428481583452e+32       1.721336777574e+33       3.601553394783e-08       1.381844488425e+43       3.379396719171e+43       7.899798955408e-06       1.525069803797e+00 
       5.154663237761e+13       2.844691868190e-25       8.991264621727e-09       5.732718913052e+21       1.456774940807e+04       2.826130192436e-10       7.509184233072e+17       5.191334605913e-09       1.942586031473e+43       3.357479806371e+32       1.685688935464e+33       3.601553394783e-08       1.343820581931e+43       3.286406613606e+43       7.983839369827e-06       1.509016437441e+00 
       5.118831417836e+13       2.884656944245e-25       9.054929250851e-09       5.653295760908e+21       1.456774940807e+04       2.845913103783e-10       7.456985335722e+17       5.227673948154e-09       1.889132325043e+43       3.287948433090e+32       1.650779338574e+33       3.601553394783e-08       1.306842970789e+43       3.195975296030e+43       8.067879784247e-06       1.493297516218e+00 
       5.083248677097e+13       2.925183489655e-25       9.118593879975e-09       5.574972965714e+21       1.456774940807e+04       2.865834495509e-10       7.405149290687e+17       5.264267665790e-09       1.837149492327e+43       3.219857012437e+32       1.616592698292e+33       3.601553394783e-08       1.270882864323e+43       3.108032356844e+43       8.151920198666e-06       1.477902696464e+00 
       5.047913284108e+13       2.966279392501e-25       9.182258509099e-09       5.497735282728e+21       1.456774940807e+04       2.885895336978e-10       7.353673575658e+17       5.301117539450e-09       1.786597059621e+43       3.153175723865e+32       1.583114042625e+33       3.601553394783e-08       1.235912264084e+43       3.022509323895e+43       8.235960613086e-06       1.462822056704e+00 
       5.012823519472e+13       3.007952651685e-25       9.245923138224e-09       5.421567678415e+21       1.456774940807e+04       2.906096604336e-10       7.302555685857e+17       5.338225362226e-09       1.737435666928e+43       3.087875364393e+32       1.550328709639e+33       3.601553394783e-08       1.201903942050e+43       2.939339609164e+43       8.320001027506e-06       1.448046076334e+00 
       4.977977675741e+13       3.050211378489e-25       9.311406756751e-09       5.346455327520e+21       1.456774940807e+04       2.926439280567e-10       7.251793133919e+17       5.375592939761e-09       1.689627037309e+43       3.023927335815e+32       1.518222341043e+33       3.601553394783e-08       1.168831419426e+43       2.858458456917e+43       8.404041441925e-06       1.433565615571e+00 
       4.943374057340e+13       3.093063798144e-25       9.375071385875e-09       5.272383610182e+21       1.456774940807e+04       2.946924355531e-10       7.201383449771e+17       5.413222090339e-09       1.643133947085e+43       2.961303632179e+32       1.486780875894e+33       3.601553394783e-08       1.136668946028e+43       2.779802893291e+43       8.488081856345e-06       1.419371896605e+00 
       4.909010980477e+13       3.136518251444e-25       9.442373993807e-09       5.199338109089e+21       1.456774940807e+04       2.967552826019e-10       7.151324180507e+17       5.451114644970e-09       1.597920196852e+43       2.899976827515e+32       1.455990544446e+33       3.601553394783e-08       1.105391480235e+43       2.703311677262e+43       8.572122270764e-06       1.405456485854e+00 
       4.874886773065e+13       3.180583196358e-25       9.507857612334e-09       5.127304606671e+21       1.456774940807e+04       2.988325695802e-10       7.101612890275e+17       5.489272447484e-09       1.553950583297e+43       2.839920063833e+32       1.425837862114e+33       3.601553394783e-08       1.074974669490e+43       2.628925252959e+43       8.656162685184e-06       1.391811277254e+00 
       4.840999774643e+13       3.225267209684e-25       9.575160220265e-09       5.056269082334e+21       1.456774940807e+04       3.009243975672e-10       7.052247160154e+17       5.527697354616e-09       1.511190871789e+43       2.781107039352e+32       1.396309623570e+33       3.601553394783e-08       1.045394831341e+43       2.556585703297e+43       8.740203099604e-06       1.378428476511e+00 
       4.807348336289e+13       3.270578988712e-25       9.640643838793e-09       4.986217709731e+21       1.456774940807e+04       3.030308683502e-10       7.003224588038e+17       5.566391236098e-09       1.469607769722e+43       2.723511996987e+32       1.367392896962e+33       3.601553394783e-08       1.016628934998e+43       2.486236704884e+43       8.824243514023e-06       1.365300586259e+00 
       4.773930820545e+13       3.316527352924e-25       9.707946446724e-09       4.917136854069e+21       1.456774940807e+04       3.051520844286e-10       6.954542788518e+17       5.605355974750e-09       1.429168900597e+43       2.667109713066e+32       1.339075018248e+33       3.601553394783e-08       9.886545834071e+42       2.417823484165e+43       8.908283928443e-06       1.352420392050e+00 
       4.740745601335e+13       3.363121245705e-25       9.777068044059e-09       4.849013069458e+21       1.456774940807e+04       3.072881490196e-10       6.906199392769e+17       5.644593466573e-09       1.389842778812e+43       2.611875486284e+32       1.311343585652e+33       3.601553394783e-08       9.614499958079e+42       2.351292774777e+43       8.992324342863e-06       1.339780949134e+00 
       4.707791063888e+13       3.410369736085e-25       9.844370651990e-09       4.781833096289e+21       1.456774940807e+04       3.094391660628e-10       6.858192048430e+17       5.684105620838e-09       1.351598785146e+43       2.557785126886e+32       1.284186454228e+33       3.601553394783e-08       9.349939907762e+42       2.286592776077e+43       9.076364757283e-06       1.327375569975e+00 
       4.675065604656e+13       3.458282020507e-25       9.913492249325e-09       4.715583858660e+21       1.456774940807e+04       3.116052402252e-10       6.810518419493e+17       5.723894360183e-09       1.314407142922e+43       2.504814946070e+32       1.257591730548e+33       3.601553394783e-08       9.092659697325e+42       2.223673112805e+43       9.160405171703e-06       1.315197812453e+00 
       4.642567631237e+13       3.506867424613e-25       9.982613846660e-09       4.650252461825e+21       1.456774940807e+04       3.137864769068e-10       6.763176186190e+17       5.763961620704e-09       1.278238894819e+43       2.452941745616e+32       1.231547767488e+33       3.601553394783e-08       8.842459009039e+42       2.162484795871e+43       9.244445586122e-06       1.303241468704e+00 
       4.610295562301e+13       3.556135405060e-25       1.005355443340e-08       4.585826189687e+21       1.456774940807e+04       3.159829822451e-10       6.716163044876e+17       5.804309352048e-09       1.243065880330e+43       2.402142807726e+32       1.206043159130e+33       3.601553394783e-08       8.599143037271e+42       2.102980184202e+43       9.328486000542e-06       1.291500554571e+00 
