# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:dd                     4:dT                 
  198       8.478469783156e+13       6.210294780502e+02       8.795362098662e+05 
  199       8.567109199366e+13       6.196705197884e+02       8.763793462594e+05 
  200       8.656268202377e+13       6.182714584412e+02       8.736546999237e+05 
  201       8.745946258007e+13       6.168298730590e+02       8.713744569557e+05 
  202       8.836141207342e+13       6.153471333321e+02       8.695139141709e+05 
  203       8.926850369858e+13       6.138255242348e+02       8.680365551103e+05 
  204       9.018070919972e+13       6.122672268002e+02       8.669026992554e+05 
  205       9.109799885181e+13       6.106743070801e+02       8.660694145597e+05 
  206       9.202034144195e+13       6.090487047928e+02       8.654904290724e+05 
  207       9.294770425074e+13       6.073922216524e+02       8.651160416527e+05 
  208       9.388005303364e+13       6.057065093797e+02       8.648930317770e+05 
  209       9.481735200230e+13       6.039930573891e+02       8.647645684362e+05 
  210       9.575956380593e+13       6.022531801487e+02       8.646701181259e+05 
  211       9.670664951266e+13       6.004880042119e+02       8.645453519267e+05 
  212       9.765856859086e+13       5.986984549142e+02       8.643220516778e+05 
  213       9.861527889056e+13       5.968852427353e+02       8.639280152405e+05 
  214       9.957673662474e+13       5.950488493204e+02       8.632869608544e+05 
  215       1.005428963507e+14       5.931895131593e+02       8.623184305848e+05 
  216       1.015137109515e+14       5.913072149190e+02       8.609376928613e+05 
  217       1.024891316170e+14       5.894016624273e+02       8.590556441087e+05 
  218       1.034691078259e+14       5.874722753032e+02       8.565787094688e+05 
  219       1.044535873261e+14       5.855181692317e+02       8.534087426141e+05 
  220       1.054425161171e+14       5.835381398792e+02       8.494429246529e+05 
  221       1.064358384304e+14       5.815306464463e+02       8.445736621262e+05 
  222       1.074334967117e+14       5.794937948551e+02       8.386884840959e+05 
  223       1.084354316017e+14       5.774253205674e+02       8.316699383247e+05 
  224       1.094416287293e+14       5.753233943831e+02       8.234254966581e+05 
  225       1.104522624722e+14       5.731891927177e+02       8.139807022538e+05 
  226       1.114675614043e+14       5.710246213311e+02       8.033947690336e+05 
  227       1.124877624073e+14       5.688315142065e+02       7.917314753187e+05 
  228       1.135131107635e+14       5.666116266587e+02       7.790592736453e+05 
  229       1.145438602482e+14       5.643666282680e+02       7.654514015809e+05 
  230       1.155802732233e+14       5.620980956355e+02       7.509859935429e+05 
  231       1.166226207294e+14       5.598075049623e+02       7.357461936169e+05 
  232       1.176711825787e+14       5.574962244463e+02       7.198202693776e+05 
  233       1.187262474484e+14       5.551655064991e+02       7.033017267101e+05 
  234       1.197881129728e+14       5.528164797787e+02       6.862894256326e+05 
  235       1.208570858365e+14       5.504501410369e+02       6.688876971202e+05 
  236       1.219334818670e+14       5.480673467809e+02       6.512064609307e+05 
  237       1.230176261277e+14       5.456688047462e+02       6.333613444302e+05 
  238       1.241098530107e+14       5.432550651794e+02       6.154738024212e+05 
  239       1.252105063295e+14       5.408265119294e+02       5.976712379712e+05 
  240       1.263199394117e+14       5.383833533461e+02       5.800871242428e+05 
  241       1.274385151922e+14       5.359256129835e+02       5.628611273250e+05 
  242       1.285666063056e+14       5.334531201068e+02       5.461392300656e+05 
  243       1.297045951793e+14       5.309655000006e+02       5.300738569048e+05 
  244       1.308528741262e+14       5.284621640788e+02       5.148239997101e+05 
  245       1.320118454374e+14       5.259422997915e+02       5.005553446127e+05 
  246       1.331819214752e+14       5.234048603298e+02       4.874403998442e+05 
  247       1.343635247658e+14       5.208485541259e+02       4.756586245758e+05 
  248       1.355570880921e+14       5.182718341465e+02       4.653965587576e+05 
  249       1.367630545867e+14       5.156728869783e+02       4.568479539598e+05 
  250       1.379817186338e+14       5.130502748867e+02       4.501735317130e+05 
  251       1.392127382018e+14       5.104049679686e+02       4.453761122490e+05 
